05-20	0	-1498	-2083.5445026178013	-1437.3905228758165	0.7	0.7696335078534031	0.6805555555555556	0.8235294117647058
05-21	0	-503	-452.17486033519447	-243.06663314055774	0.7325581395348837	0.7653631284916201	0.7682926829268293	0.7628865979381443
05-22	0	24	482.56410256410277	401.875	0.725	0.7846153846153846	0.90625	0.6666666666666666
05-23	0	1450	1857.6421052631572	2098.229132569558	0.8653846153846154	0.85	0.9574468085106383	0.46153846153846156
05-24	0	66	214.19567529244938	153.42415458937197	0.7924528301886793	0.8351648351648352	0.9130434782608695	0.7555555555555555
05-25	0	83	361.1779788838612	259.0	0.6857142857142857	0.7254901960784313	0.8888888888888888	0.5416666666666666
05-26	0	101	340.9494949494948	173.49883449883453	0.775	0.8472222222222222	0.9393939393939394	0.7692307692307693
05-27	0	-21	106.39636363636347	-30.272727272727238	0.8260869565217391	0.8727272727272727	0.8636363636363636	0.8787878787878788
05-28	0	280	446.4396551724136	507.4215384615387	0.8372093023255814	0.84375	0.9230769230769231	0.72
05-29	0	106	274.37719298245645	167.46916146916146	0.7727272727272727	0.8026315789473685	0.8717948717948718	0.7297297297297297
05-30	0	128	130.66666666666666	125.5	0.875	0.85	0.875	0.8125
05-31	0	87	242.70612244897944	166.5959595959596	0.7272727272727273	0.7551020408163265	0.8888888888888888	0.5909090909090909
