04-01	0	1972	2162.1628264208907	2169.6774193548385	2248	0.9565217391304348	0.956989247311828	0.9565217391304348	1.0	88	5
04-02	0	1949	2177.84	2207.97032967033	2313	0.9166666666666666	0.89	0.9166666666666666	0.25	91	9
04-03	0	1276	844.650207125103	1147.4919240211916	1598	0.912621359223301	0.8309859154929577	0.912621359223301	0.6153846153846154	109	33
04-04	0	964	1070.9248951582163	1061.6219471395116	1029	0.9215686274509803	0.9016393442622951	0.9215686274509803	0.8	49	12
04-05	0	638	674.5250000000002	693.2857142857142	790	0.9444444444444444	0.925	0.9444444444444444	0.75	35	5
04-06	0	868	955.4523809523812	968.4999999999995	1105	0.9565217391304348	0.9583333333333334	0.9565217391304348	1.0	44	4
04-07	0	424	553.2000000000003	559.5483870967741	572	0.8571428571428571	0.8333333333333334	0.8571428571428571	0.0	31	5
04-08	0	373	237.00000000000006	278.7777777777776	424	1.0	0.8974358974358975	1.0	0.42857142857142855	36	3
04-09	0	588	548.9999999999997	527.4580645161292	496	0.9	0.825	0.9	0.6	31	9
04-10	0	923	1188.465578786334	1171.6929674099488	1128	0.8775510204081632	0.8679245283018868	0.8775510204081632	0.75	44	9
04-11	0	497	451.67532467532465	405.85026737967905	313	0.9375	0.8636363636363636	0.9375	0.6666666666666666	34	10
04-12	0	1573	1789.8243642814903	1822.5505617977526	2071	0.9418604651162791	0.9438202247191011	0.9418604651162791	1.0	81	8
04-13	0	784	948.9616368286441	934.7826086956519	854	0.925	0.9347826086956522	0.925	1.0	37	9
04-14	0	1204	1590.0628930817602	1603.1111111111113	1646	0.8840579710144928	0.8888888888888888	0.8840579710144928	1.0	61	11
04-15	0	1825	2737.7030303030306	2395.740115440116	2092	0.7946428571428571	0.7642857142857142	0.7946428571428571	0.6428571428571429	99	41
04-16	0	1486	1611.3333333333333	1647.1414634146333	1736	0.9058823529411765	0.87	0.9058823529411765	0.6666666666666666	82	18
04-17	0	1090	1501.2194767441865	1436.0625	1235	0.8771929824561403	0.890625	0.8771929824561403	1.0	50	14
04-18	0	1649	2006.3846153846155	1997.153846153847	1975	0.8823529411764706	0.8571428571428571	0.8823529411764706	0.5	78	13
04-19	0	1042	1035.4406779661015	1048.3163841807914	1212	0.9814814814814815	0.9661016949152542	0.9814814814814815	0.8	54	5
04-20	0	834	819.9639934533551	846.7303315190502	970	0.9534883720930233	0.9148936170212766	0.9534883720930233	0.5	43	4
04-21	0	2233	2278.78168732507	2196.195114111218	2045	0.9019607843137255	0.8360655737704918	0.9019607843137255	0.5	102	20
04-22	0	1711	1395.8565340091009	1428.5713966480441	1476	0.907563025210084	0.8435754189944135	0.907563025210084	0.7166666666666667	125	54
04-23	0	830	912.5301379811178	1012.0406212664273	1226	0.8923076923076924	0.8641975308641975	0.8923076923076924	0.75	62	19
04-24	0	374	273.73519163763063	332.02582496413197	449	0.9375	0.8536585365853658	0.9375	0.5555555555555556	34	7
04-25	0	312	444.3829787234043	336.51063829787233	245	0.8125	0.7872340425531915	0.8125	0.7333333333333333	30	17
04-26	0	299	384.0276923076923	388.5487179487179	399	0.8787878787878788	0.8717948717948718	0.8787878787878788	0.8333333333333334	30	9
04-27	0	455	489.4115082824759	494.18918918918916	568	0.9696969696969697	0.972972972972973	0.9696969696969697	1.0	32	5
04-28	0	263	161.91111111111118	189.7192982456139	232	0.9411764705882353	0.8333333333333334	0.9411764705882353	0.5714285714285714	38	10
