04-01	0	1972	2162.1628264208903	2232.8	0.9565217391304348	0.956989247311828	1.0	0.2
04-02	0	1949	2177.84	2304.9462759462763	0.9166666666666666	0.89	0.967032967032967	0.1111111111111111
04-03	0	1276	844.6502071251028	1231.512927439533	0.912621359223301	0.8309859154929577	0.8623853211009175	0.7272727272727273
04-04	0	964	1070.924895158216	1051.4557823129255	0.9215686274509803	0.9016393442622951	0.9591836734693877	0.6666666666666666
04-05	0	638	674.5250000000002	731.542857142857	0.9444444444444444	0.925	0.9714285714285714	0.6
04-06	0	868	955.4523809523811	1037.0	0.9565217391304348	0.9583333333333334	1.0	0.5
04-07	0	424	553.2000000000003	572.7741935483872	0.8571428571428571	0.8333333333333334	0.967741935483871	0.0
04-08	0	373	237.00000000000003	257.88888888888886	1.0	0.8974358974358975	0.8888888888888888	1.0
04-09	0	588	548.9999999999997	518.7956989247314	0.9	0.825	0.8709677419354839	0.6666666666666666
04-10	0	923	1188.465578786334	1142.4848484848487	0.8775510204081632	0.8679245283018868	0.9772727272727273	0.3333333333333333
04-11	0	497	451.67532467532465	395.8705882352941	0.9375	0.8636363636363636	0.8823529411764706	0.8
04-12	0	1573	1789.8243642814907	1978.0	0.9418604651162791	0.9438202247191011	1.0	0.375
04-13	0	784	948.9616368286441	907.9999999999999	0.925	0.9347826086956522	1.0	0.6666666666666666
04-14	0	1204	1590.0628930817602	1634.5454545454547	0.8840579710144928	0.8888888888888888	1.0	0.2727272727272727
04-15	0	1825	2737.703030303031	2220.7758068489775	0.7946428571428571	0.7642857142857142	0.898989898989899	0.43902439024390244
04-16	0	1486	1611.3333333333328	1685.9485094850943	0.9058823529411765	0.87	0.9390243902439024	0.5555555555555556
04-17	0	1090	1501.2194767441867	1336.0	0.8771929824561403	0.890625	1.0	0.5
04-18	0	1649	2006.3846153846152	1979.6153846153848	0.8823529411764706	0.8571428571428571	0.9615384615384616	0.23076923076923078
04-19	0	1042	1035.4406779661015	1079.2666666666669	0.9814814814814815	0.9661016949152542	0.9814814814814815	0.8
04-20	0	834	819.9639934533551	908.7906976744187	0.9534883720930233	0.9148936170212766	0.9534883720930233	0.5
04-21	0	2233	2278.7816873250704	2120.745098039216	0.9019607843137255	0.8360655737704918	0.9019607843137255	0.5
04-22	0	1711	1395.8565340091006	1433.011851851852	0.907563025210084	0.8435754189944135	0.864	0.7962962962962963
04-23	0	830	912.5301379811178	1086.9813242784373	0.8923076923076924	0.8641975308641975	0.9354838709677419	0.631578947368421
04-24	0	374	273.7351916376307	357.93277310924356	0.9375	0.8536585365853658	0.8823529411764706	0.7142857142857143
04-25	0	312	444.38297872340434	309.17647058823536	0.8125	0.7872340425531915	0.8666666666666667	0.6470588235294118
04-26	0	299	384.02769230769235	393.3555555555555	0.8787878787878788	0.8717948717948718	0.9666666666666667	0.5555555555555556
04-27	0	455	489.411508282476	509.00000000000006	0.9696969696969697	0.972972972972973	1.0	0.8
04-28	0	263	161.91111111111118	192.32631578947363	0.9411764705882353	0.8333333333333334	0.8421052631578947	0.8
04-29	0	1360	2758.7111650485467	2609.289045795833	0.764102564102564	0.7708333333333334	0.8816568047337278	0.6134453781512605
