04-01	0	1664	2074.767218831735	2108.774193548387	2248	0.9021739130434783	0.9032258064516129	0.9021739130434783	1.0	83	10
04-02	0	1649	2098.066666666667	2159.525581395349	2313	0.875	0.86	0.875	0.5	86	14
04-03	0	744	899.2608787050676	1239.264640474425	1598	0.8252427184466019	0.8028169014084507	0.8252427184466019	0.7435897435897436	95	47
04-04	0	742	1951.0491803278692	1445.2131147540983	1029	0.7254901960784313	0.7704918032786885	0.7254901960784313	1.0	37	24
04-05	0	536	779.2999999999998	783.4774193548388	790	0.8333333333333334	0.825	0.8333333333333334	0.75	31	9
04-06	0	746	902.9722222222224	954.547619047619	1105	0.8913043478260869	0.875	0.8913043478260869	0.5	42	6
04-07	0	336	468.855072463768	508.8666666666667	572	0.8285714285714286	0.8055555555555556	0.8285714285714286	0.0	30	6
04-08	0	341	358.33333333333314	384.6774193548387	424	0.875	0.8205128205128205	0.875	0.5714285714285714	31	8
04-09	0	398	684.2499999999999	573.2307692307692	496	0.7666666666666667	0.75	0.7666666666666667	0.7	26	14
04-10	0	717	1291.935010482181	1213.8882438316398	1128	0.7755102040816326	0.7735849056603774	0.7755102040816326	0.75	39	14
04-11	0	383	460.289256198347	388.21847507331387	313	0.84375	0.7954545454545454	0.84375	0.6666666666666666	31	13
04-12	0	1317	1738.7773237997953	1816.1011235955061	2071	0.8837209302325582	0.8876404494382022	0.8837209302325582	1.0	76	13
04-13	0	640	903.5942028985505	891.3043478260871	854	0.875	0.8913043478260869	0.875	1.0	35	11
04-14	0	990	1809.102564102563	1738.3333333333337	1646	0.782608695652174	0.7916666666666666	0.782608695652174	1.0	54	18
04-15	0	1343	2665.5241379310346	2349.948351648352	2092	0.7589285714285714	0.7642857142857142	0.7589285714285714	0.7857142857142857	91	49
04-16	0	1086	1284.4561403508771	1487.5487179487177	1736	0.8352941176470589	0.79	0.8352941176470589	0.5333333333333333	78	22
04-17	0	832	1299.099662162162	1275.2291666666665	1235	0.8245614035087719	0.828125	0.8245614035087719	0.8571428571428571	48	16
04-18	0	1445	1863.5245901639346	1901.3157894736837	1975	0.8588235294117647	0.8351648351648352	0.8588235294117647	0.5	76	15
04-19	0	848	1016.9963154016209	1045.9661016949153	1212	0.9259259259259259	0.9322033898305084	0.9259259259259259	1.0	50	9
04-20	0	682	750.8809660724555	790.8074727555787	970	0.9302325581395349	0.9148936170212766	0.9302325581395349	0.75	41	6
04-21	0	1943	2729.4226849800607	2519.563934426229	2045	0.8627450980392157	0.8688524590163934	0.8627450980392157	0.9	90	32
04-22	0	1059	1951.1573687937675	1705.6624102154833	1476	0.7983193277310925	0.8100558659217877	0.7983193277310925	0.8333333333333334	105	74
04-23	0	396	927.061728395061	1046.962962962963	1226	0.8	0.8395061728395061	0.8	1.0	52	29
04-24	0	164	347.56097560975604	406.60412757973745	449	0.75	0.7560975609756098	0.75	0.7777777777777778	26	15
04-25	0	158	449.1867612293144	359.9574468085108	245	0.78125	0.851063829787234	0.78125	1.0	25	22
04-26	0	191	270.1839464882942	315.57294429708236	399	0.8484848484848485	0.8461538461538461	0.8484848484848485	0.8333333333333334	29	10
04-27	0	327	369.18618618618615	415.88578901482134	568	0.9090909090909091	0.8918918918918919	0.9090909090909091	0.75	31	6
04-28	0	125	47.5034722222224	146.46309523809526	232	0.8529411764705882	0.7708333333333334	0.8529411764705882	0.5714285714285714	35	13
04-29	0	-388	2445.000000000002	2523.043795620437	2556	0.6666666666666666	0.75	0.6666666666666666	0.9247311827956989	137	151
04-30	0	696	4587.205741626794	3423.7741977964097	2978	0.6463414634146342	0.7081339712918661	0.6463414634146342	0.9333333333333333	109	100
05-01	0	972	2196.1262545454542	2071.5066329113924	1930	0.7722772277227723	0.808	0.7722772277227723	0.9583333333333334	79	46
05-02	0	381	761.1999999999994	954.0933333333339	1123	0.7666666666666667	0.7733333333333333	0.7666666666666667	0.8	49	26
05-03	0	339	825.9377289377294	833.6526806526807	840	0.7441860465116279	0.7692307692307693	0.7441860465116279	0.8888888888888888	33	19
05-04	0	638	881.4256055363326	890.8911138923654	902	0.8269230769230769	0.8088235294117647	0.8269230769230769	0.75	47	21
05-05	0	405	496.02400000000017	507.95058823529376	551	0.9166666666666666	0.92	0.9166666666666666	0.9285714285714286	34	16
05-06	0	-1871	-2125.749085719382	-1870.559900325859	-1598	0.759493670886076	0.8198198198198198	0.759493670886076	0.8531468531468531	81	141
05-07	0	-416	90.16216216216219	47.133437990581	0	0.717948717948718	0.8461538461538461	0.717948717948718	0.9743589743589743	29	49
05-08	0	13	88.22448979591809	187.59863945578212	274	0.8	0.8163265306122449	0.8	0.8421052631578947	27	22
05-09	0	175	182.94037940379422	235.43902439024373	463	0.9354838709677419	0.926829268292683	0.9354838709677419	0.9	30	11
05-10	0	207	405.0178571428568	347.4821428571428	264	0.8181818181818182	0.8541666666666666	0.8181818181818182	0.9333333333333333	28	20
05-11	0	1198	1598.0721311475406	1646.155555555556	1777	0.8765432098765432	0.8777777777777778	0.8765432098765432	0.8888888888888888	72	18
05-12	0	343	555.7272727272727	592.9999999999999	675	0.84375	0.8648648648648649	0.84375	1.0	27	10
05-13	0	-3085	-3233.4798807749626	-2982.0764462809916	-2749	0.5909090909090909	0.7768595041322314	0.5909090909090909	0.8465909090909091	66	176
05-14	0	-766	-549.5568181818198	16.582111436950186	100	0.5869565217391305	0.7386363636363636	0.5869565217391305	0.9047619047619048	31	57
05-15	0	-137	4.515151515151842	-79.3611111111112	-150	0.75	0.8148148148148148	0.75	0.8666666666666667	22	32
05-16	0	120	317.04416873449145	210.39667359667345	-22	0.84375	0.9076923076923077	0.84375	0.9696969696969697	28	37
05-17	0	292	418.8631578947371	512.8421052631577	679	0.8571428571428571	0.8596491228070176	0.8571428571428571	0.8666666666666667	38	19
05-18	0	1171	1363.0389610389614	1500.3563636363629	1845	0.8888888888888888	0.8636363636363636	0.8888888888888888	0.5714285714285714	75	13
05-19	0	420	1547.6097560975609	770.6041275797373	355	0.7058823529411765	0.7804878048780488	0.7058823529411765	0.9032258064516129	39	43
05-20	0	-1498	-1796.4966143106458	-1483.6766245765316	-1274	0.7	0.7696335078534031	0.7	0.8099173553719008	72	119
05-21	0	-503	-392.872625698325	-242.36831192766158	-174	0.7325581395348837	0.7653631284916201	0.7325581395348837	0.7956989247311828	82	97
05-22	0	24	482.56410256410277	413.5961538461541	373	0.725	0.7846153846153846	0.725	0.88	32	33
05-23	0	1450	1857.642105263157	1972.5659574468095	2204	0.8653846153846154	0.85	0.8653846153846154	0.75	94	26
