timestamp	count
2019-04-01	2050.03132012528
2019-04-02	1998.0325081300325
2019-04-03	1087.0333721334885
2019-04-04	889.5888783555133
2019-04-05	612.8686834747339
2019-04-06	821.3003252013007
2019-04-07	337.00680402721605
2019-04-08	310.00702002808003
2019-04-09	480.29632918531667
2019-04-10	837.5870423481692
2019-04-11	404.0078840315361
2019-04-12	1394.1689006756026
2019-04-13	693.441901767607
2019-04-14	996.3058332233329
2019-04-15	1366.749246996988
2019-04-16	1058.0254881019523
2019-04-17	903.875055500222
2019-04-18	1524.455941823767
2019-04-19	972.3032412129647
2019-04-20	715.8707354829418
2019-04-21	2185.7519470077877
2019-04-22	1189.0408241632963
2019-04-23	402.16036864147446
2019-04-24	134.5781863127452
2019-04-25	130.00583202332805
2019-04-26	177.43401773607093
2019-04-27	288.7215988863955
2019-04-28	120.29060516242062
2019-04-29	-660.6670586682352
2019-04-30	483.1840207360828
2019-05-01	1014.7441709766838
2019-05-02	426.44514178056704
2019-05-03	290.15421261685043
2019-05-04	636.1597206388825
2019-05-05	420.72635090540354
2019-05-06	-1743.4011856047425
2019-05-07	-479.4179256717027
2019-05-08	39.294817179268655
2019-05-09	153.7219228876915
2019-05-10	184.43498973995895
2019-05-11	1213.1676046704185
2019-05-12	343.7234348937395
2019-05-13	-3241.694058776235
2019-05-14	-919.8478393913578
2019-05-15	-174.27721310885252
2019-05-16	83.29665318661272
2019-05-17	241.86922347689384
2019-05-18	1315.1681446725786
2019-05-19	369.87030348121385
2019-05-20	-2016.1230004920023
2019-05-21	-1115.8330433321737
2019-05-22	-207.70410281641128
2019-05-23	1462.0321841287364
2019-05-24	-29.566630266521113
2019-05-25	10.719006876027457
2019-05-26	26.861663446653733
2019-05-27	-68.85064740258962
2019-05-28	288.87084348337385
2019-05-29	52.29136116544463
2019-05-30	94.4335857343429
2019-05-31	39.71760287041146
